timestamp,dpid,mac,mean_rate,var_rate,max_rate,min_rate,mean_interval,std_interval,burst_count,src_diversity,small_pkt_ratio,class
1757169742.898103,4,00:00:00:00:00:01,357067.55,3879470461.3858337,404520.1,252091.4,3.972872257232666,6.814129535272897,0,2.5,0.4,normale
1757169742.8989325,4,00:00:00:00:00:03,4457.933333333333,12985231.102222221,9088.2,0.0,9.963862657546997,9.664129257202148,2,2.5,1.0,normale
1757169742.8996434,3,00:00:00:00:00:01,192536.1,3893933812.9280005,268516.4,134874.6,3.972803294658661,6.815308561112159,0,2.5,0.4,normale
1757169742.9005117,3,00:00:00:00:00:02,185698.53999999998,4010230832.3664002,269765.5,134108.0,1.9967440128326417,3.9072556908188605,0,2.5,0.3333333333333333,normale
1757169742.9012504,3,00:00:00:00:00:03,4541.26,15512815.9264,9094.8,17.7,9.963875532150269,9.662648677825928,2,2.5,1.0,normale
1757169742.902259,1,00:00:00:00:00:01,185088.09999999998,3515437645.903334,268220.2,134877.4,1.9862895011901855,5.211488026845909,0,2.6,0.2222222222222222,normale
1757169742.9027236,1,00:00:00:00:00:03,2628.7166666666667,6678171.96138889,6078.6,11.2,19.926630973815918,0.0,2,2.6,1.0,normale
1757169742.9031112,2,00:00:00:00:00:02,185574.03999999998,3992588485.9583993,269747.8,134108.0,1.9963251113891602,3.9089435153444843,0,2.6,0.3333333333333333,normale
1757169742.9035156,2,00:00:00:00:00:01,1920.86,1747042.8064,3016.2,60.1,15.891566276550293,0.0,3,2.6,1.0,normale
1757169752.9050026,4,00:00:00:00:00:01,324895.62857142853,9535455565.910612,404520.1,131864.1,3.972872257232666,6.814129535272897,0,2.5,0.4,normale
1757169752.9056823,4,00:00:00:00:00:03,3821.0857142857144,13563647.426938774,9088.2,0.0,9.963862657546997,9.664129257202148,2,2.5,1.0,normale
1757169752.9062002,3,00:00:00:00:00:01,168069.6,4757311724.860002,268516.4,65940.9,3.972803294658661,6.815308561112159,2,2.5,0.4,normale
1757169752.906764,3,00:00:00:00:00:02,156737.1,5058202867.757143,269765.5,65923.2,1.9967440128326417,3.9072556908188605,2,2.5,0.3333333333333333,normale
1757169752.907367,3,00:00:00:00:00:03,3823.6142857142854,13544941.304081632,9094.8,0.0,9.963875532150269,9.662648677825928,2,2.5,1.0,normale
1757169752.9077878,1,00:00:00:00:00:01,168042.94285714283,4756456560.065306,268220.2,65772.0,1.9862895011901855,5.211488026845909,2,2.6,0.2222222222222222,normale
1757169752.9081442,1,00:00:00:00:00:03,2254.714285714286,6563414.081224491,6078.6,10.7,19.926630973815918,0.0,2,2.6,1.0,normale
1757169752.9087477,2,00:00:00:00:00:02,156669.7714285714,5039731200.210612,269747.8,65772.0,1.9963251113891602,3.9089435153444843,2,2.6,0.3333333333333333,normale
1757169752.9092565,2,00:00:00:00:00:01,1588.6000000000001,1680442.362857143,3016.2,17.7,15.891566276550293,0.0,3,2.6,1.0,normale
1757169762.9111834,4,00:00:00:00:00:01,292136.125,15855819139.896873,404520.1,62819.6,16.28499755859375,25.36729403788362,0,2.5,0.5,normale
1757169762.9120913,4,00:00:00:00:00:03,3425.1,12965824.299999997,9088.2,0.0,9.963862657546997,9.664129257202148,2,2.5,1.0,normale
1757169762.9128673,3,00:00:00:00:00:01,150741.8875,6264395102.631094,268516.4,29447.9,16.284962224960328,25.367612712404835,2,2.5,0.5,normale
1757169762.913614,3,00:00:00:00:00:02,141277.28749999998,6098968127.033594,269765.5,33058.6,12.842055877049765,24.511755404740807,2,2.5,0.42857142857142855,normale
1757169762.9143305,3,00:00:00:00:00:03,3429.525,12938968.196875002,9094.8,0.0,9.963875532150269,9.662648677825928,2,2.5,1.0,normale
1757169762.91494,1,00:00:00:00:00:01,150699.66249999998,6267425104.882343,268220.2,29296.7,9.04712708791097,20.566606251416378,2,2.6,0.3,normale
1757169762.9154837,1,00:00:00:00:00:03,2017.8625000000002,6135678.69984375,6078.6,10.7,19.926630973815918,0.0,2,2.6,1.0,normale
1757169762.9161932,2,00:00:00:00:00:02,141197.2625,6085554527.997343,269747.8,32889.7,12.842084924379984,24.512970630067706,2,2.6,0.42857142857142855,normale
1757169762.916805,2,00:00:00:00:00:01,1438.1625,1628807.15734375,3016.2,17.7,40.712393283843994,24.8208270072937,3,2.6,1.0,normale
1757169772.9190369,4,00:00:00:00:00:01,259724.51111111112,22498163176.745434,404520.1,431.6,16.28499755859375,25.36729403788362,4,2.5,0.5,normale
1757169772.920174,4,00:00:00:00:00:03,3093.2666666666664,12406084.044444442,9088.2,0.0,29.853467067082722,29.21397479521721,2,2.5,1.0,normale
1757169772.9221716,3,00:00:00:00:00:01,134018.2,7805804991.12,268516.4,228.7,16.284962224960328,25.367612712404835,2,2.5,0.5,normale
1757169772.9238245,3,00:00:00:00:00:02,125603.59999999999,7386620840.588889,269765.5,214.1,12.842055877049765,24.511755404740807,2,2.5,0.42857142857142855,normale
1757169772.9251728,3,00:00:00:00:00:03,3097.2,12384824.308888888,9094.8,0.0,29.853319724400837,29.213430134112873,2,2.5,1.0,normale
1757169772.9266846,1,00:00:00:00:00:01,133980.66666666663,7807243111.073334,268220.2,228.7,9.04712708791097,20.566606251416378,2,2.6,0.3,normale
1757169772.9279046,1,00:00:00:00:00:03,1818.3333333333335,5772431.728888889,6078.6,10.7,44.779438853263855,24.852807879447937,2,2.6,1.0,normale
1757169772.9292352,2,00:00:00:00:00:02,125532.46666666669,7372468430.664445,269747.8,214.1,12.842084924379984,24.512970630067706,2,2.6,0.42857142857142855,normale
1757169772.930561,2,00:00:00:00:00:01,1301.6888888888889,1596828.9565432097,3016.2,17.7,40.712393283843994,24.8208270072937,3,2.6,1.0,normale
1757169782.9324238,4,00:00:00:00:00:01,256080.25,20367872610.4845,404520.1,431.6,16.28499755859375,25.36729403788362,4,2.5,0.5,normale
1757169782.9329722,4,00:00:00:00:00:03,2795.0099999999998,11966088.992899999,9088.2,0.0,29.853467067082722,29.21397479521721,2,2.5,1.0,normale
1757169782.933368,3,00:00:00:00:00:01,133755.66,7025844837.2724,268516.4,228.7,16.284962224960328,25.367612712404835,2,2.5,0.5,normale
1757169782.933734,3,00:00:00:00:00:02,122351.98999999999,6743115464.8589,269765.5,214.1,12.842055877049765,24.511755404740807,2,2.5,0.42857142857142855,normale
1757169782.9340565,3,00:00:00:00:00:03,2798.55,11949068.280499998,9094.8,0.0,29.853319724400837,29.213430134112873,2,2.5,1.0,normale
1757169782.9347525,1,00:00:00:00:00:01,133752.11999999997,7026988902.1756,268220.2,228.7,9.04712708791097,20.566606251416378,2,2.6,0.3,normale
1757169782.9350178,1,00:00:00:00:00:03,1637.8600000000001,5488324.1724,6078.6,10.7,44.779438853263855,24.852807879447937,3,2.6,1.0,normale
1757169782.9353478,2,00:00:00:00:00:02,122363.57000000002,6725598742.354099,269747.8,214.1,12.842084924379984,24.512970630067706,2,2.6,0.42857142857142855,normale
1757169782.9356785,2,00:00:00:00:00:01,1182.59,1564806.9689,3016.2,17.7,40.712393283843994,24.8208270072937,3,2.6,1.0,normale
1757169792.9365559,4,00:00:00:00:00:01,269583.06363636366,20339507588.69686,404611.2,431.6,16.28499755859375,25.36729403788362,2,2.5,0.5,normale
1757169792.936771,4,00:00:00:00:00:03,2540.918181818182,11523889.241487602,9088.2,0.0,29.853467067082722,29.21397479521721,4,2.5,1.0,normale
1757169792.9369016,3,00:00:00:00:00:01,133857.0,6387234368.203635,268516.4,228.7,16.284962224960328,25.367612712404835,2,2.5,0.5,normale
1757169792.9370248,3,00:00:00:00:00:02,135750.97272727272,7925432349.311074,269765.5,214.1,12.842055877049765,24.511755404740807,3,2.5,0.42857142857142855,normale
1757169792.9371457,3,00:00:00:00:00:03,2544.1363636363635,11510052.329586776,9094.8,0.0,29.853319724400837,29.213430134112873,4,2.5,1.0,normale
1757169792.9372869,1,00:00:00:00:00:01,133853.78181818177,6388275080.503307,268220.2,228.7,9.04712708791097,20.566606251416378,2,2.6,0.3,normale
1757169792.9374053,1,00:00:00:00:00:03,1488.9636363636366,5211086.88231405,6078.6,0.0,44.779438853263855,24.852807879447937,3,2.6,1.0,normale
1757169792.93754,2,00:00:00:00:00:02,135747.75454545458,7905544634.335206,269747.8,214.1,12.842084924379984,24.512970630067706,3,2.6,0.42857142857142855,normale
1757169792.9378312,2,00:00:00:00:00:01,1075.081818181818,1538131.8814876033,3016.2,0.0,40.712393283843994,24.8208270072937,3,2.6,1.0,normale
1757169802.9400306,4,00:00:00:00:00:01,280835.75833333336,20037403140.34743,404615.4,431.6,16.28499755859375,25.36729403788362,0,2.5,0.5,normale
1757169802.9406838,4,00:00:00:00:00:03,2329.525,11055122.988541668,9088.2,0.0,29.853467067082722,29.21397479521721,4,2.5,1.0,normale
1757169802.941015,3,00:00:00:00:00:01,133941.44999999998,5855043287.347499,268516.4,228.7,16.284962224960328,25.367612712404835,2,2.5,0.5,normale
1757169802.9413307,3,00:00:00:00:00:02,146917.14166666666,8636496270.149096,269765.5,214.1,12.842055877049765,24.511755404740807,4,2.5,0.42857142857142855,normale
1757169802.9418302,3,00:00:00:00:00:03,2332.475,11043687.163541665,9094.8,0.0,29.853319724400837,29.213430134112873,4,2.5,1.0,normale
1757169802.9422371,1,00:00:00:00:00:01,133938.49999999997,5855997772.668334,268220.2,228.7,9.04712708791097,20.566606251416378,2,2.6,0.3,normale
1757169802.942621,1,00:00:00:00:00:03,1364.8833333333334,4946184.779722222,6078.6,0.0,44.779438853263855,24.852807879447937,3,2.6,1.0,normale
1757169802.9428697,2,00:00:00:00:00:02,146914.19166666668,8618331745.94243,269747.8,214.1,12.842084924379984,24.512970630067706,4,2.6,0.42857142857142855,normale
1757169802.9431071,2,00:00:00:00:00:01,985.8416666666667,1497556.075763889,3016.2,0.0,40.712393283843994,24.8208270072937,4,2.6,1.0,normale
1757169812.9445395,4,00:00:00:00:00:01,286438.03846153844,18872690948.86237,404615.4,431.6,16.28499755859375,25.36729403788362,0,2.5,0.5,normale
1757169812.9447854,4,00:00:00:00:00:03,2593.023076923077,11037903.751005918,9088.2,0.0,29.853467067082722,29.21397479521721,5,2.5,1.0,normale
1757169812.9449482,3,00:00:00:00:00:01,138586.8153846154,5663608376.845918,268516.4,228.7,16.284962224960328,25.367612712404835,2,2.5,0.5,normale
1757169812.9451106,3,00:00:00:00:00:02,147984.3153846154,7985816720.145916,269765.5,214.1,12.842055877049765,24.511755404740807,4,2.5,0.42857142857142855,normale
1757169812.9452522,3,00:00:00:00:00:03,2592.7,11006777.373846155,9094.8,0.0,29.853319724400837,29.213430134112873,5,2.5,1.0,normale
1757169812.9453776,1,00:00:00:00:00:01,138834.24615384612,5693156370.374792,268220.2,228.7,9.04712708791097,20.566606251416378,2,2.6,0.3,normale
1757169812.9455097,1,00:00:00:00:00:03,1484.9846153846156,4738800.842840238,6078.6,0.0,44.779438853263855,24.852807879447937,4,2.6,1.0,normale
1757169812.9456332,2,00:00:00:00:00:02,148071.77692307695,7971463193.611006,269747.8,214.1,12.842084924379984,24.512970630067706,4,2.6,0.42857142857142855,normale
1757169812.9457526,2,00:00:00:00:00:01,1121.5153846153846,1603247.7474556214,3016.2,0.0,40.712393283843994,24.8208270072937,4,2.6,1.0,normale
1757169822.946601,4,00:00:00:00:00:01,294715.90714285715,18415442024.13924,404615.4,431.6,16.28499755859375,25.36729403788362,0,2.5,0.5,normale
1757169822.9469485,4,00:00:00:00:00:03,3053.964285714286,13011550.428010205,9088.2,0.0,29.853467067082722,29.21397479521721,4,2.5,1.0,normale
1757169822.9475553,3,00:00:00:00:00:01,147867.5,6378769311.45,268516.4,228.7,16.284962224960328,25.367612712404835,3,2.5,0.5,normale
1757169822.9480286,3,00:00:00:00:00:02,146993.15,7428172554.791072,269765.5,214.1,12.842055877049765,24.511755404740807,4,2.5,0.42857142857142855,normale
1757169822.948336,3,00:00:00:00:00:03,3053.664285714286,12982923.935153063,9094.8,0.0,29.853319724400837,29.213430134112873,4,2.5,1.0,normale
1757169822.9485304,1,00:00:00:00:00:01,148097.25714285712,6401946187.49245,268516.4,228.7,9.04712708791097,20.566606251416378,3,2.6,0.3,normale
1757169822.9486883,1,00:00:00:00:00:03,1812.9285714285718,5798429.166326531,6078.6,0.0,44.779438853263855,24.852807879447937,4,2.6,1.0,normale
1757169822.9488442,2,00:00:00:00:00:02,147095.52142857146,7414462937.773111,269747.8,214.1,12.842084924379984,24.512970630067706,4,2.6,0.42857142857142855,normale
1757169822.94902,2,00:00:00:00:00:01,1253.55,1715360.8667857142,3016.2,0.0,40.712393283843994,24.8208270072937,5,2.6,1.0,normale
1757169832.9506264,4,00:00:00:00:00:01,301909.5266666667,17912220155.14329,404615.4,431.6,16.28499755859375,25.36729403788362,0,2.5,0.5,normale
1757169832.950831,4,00:00:00:00:00:03,3455.8066666666664,14404795.920622224,9088.2,0.0,29.853467067082722,29.21397479521721,5,2.5,1.0,normale
1757169832.950976,3,00:00:00:00:00:01,155890.73333333334,6854729847.715557,268516.4,228.7,16.284962224960328,25.367612712404835,4,2.5,0.5,normale
1757169832.951098,3,00:00:00:00:00:02,146153.88666666666,6942822132.335821,269765.5,214.1,12.842055877049765,24.511755404740807,4,2.5,0.42857142857142855,normale
1757169832.951218,3,00:00:00:00:00:03,3455.086666666667,14373354.663822224,9094.8,0.0,29.853319724400837,29.213430134112873,5,2.5,1.0,normale
1757169832.951343,1,00:00:00:00:00:01,156124.91999999998,6877356968.264267,268516.4,228.7,9.04712708791097,20.566606251416378,4,2.6,0.3,normale
1757169832.9514973,1,00:00:00:00:00:03,2096.866666666667,6540559.008888888,6078.6,0.0,44.779438853263855,24.852807879447937,4,2.6,1.0,normale
1757169832.9516292,2,00:00:00:00:00:02,146229.68666666668,6930660786.277156,269747.8,214.1,12.842084924379984,24.512970630067706,4,2.6,0.42857142857142855,normale
1757169832.9517689,2,00:00:00:00:00:01,1370.18,1791439.2722666666,3016.2,0.0,40.712393283843994,24.8208270072937,6,2.6,1.0,normale
1757169842.9527352,4,00:00:00:00:00:01,295884.06875,17337298542.029648,404615.4,431.6,16.28499755859375,25.36729403788362,0,2.5,0.5,normale
1757169842.9531627,4,00:00:00:00:00:03,3418.28125,13525618.529023439,9088.2,0.0,29.853467067082722,29.21397479521721,5,2.5,1.0,normale
1757169842.9534645,3,00:00:00:00:00:01,151549.58750000002,6708992439.427343,268516.4,228.7,16.284962224960328,25.367612712404835,4,2.5,0.5,normale
1757169842.953723,3,00:00:00:00:00:02,144294.90625,6560732871.908086,269765.5,214.1,12.842055877049765,24.511755404740807,4,2.5,0.42857142857142855,normale
1757169842.9539726,3,00:00:00:00:00:03,3420.49375,13492970.045585938,9094.8,0.0,29.853319724400837,29.213430134112873,5,2.5,1.0,normale
1757169842.9542887,1,00:00:00:00:00:01,151537.92500000002,6763130004.698126,268516.4,228.7,9.04712708791097,20.566606251416378,4,2.6,0.3,normale
1757169842.954578,1,00:00:00:00:00:03,2004.1750000000002,6260650.246875,6078.6,0.0,44.779438853263855,24.852807879447937,4,2.6,1.0,normale
1757169842.9548357,2,00:00:00:00:00:02,144264.34375,6555433078.83621,269747.8,214.1,12.842084924379984,24.512970630067706,4,2.6,0.42857142857142855,normale
1757169842.9550793,2,00:00:00:00:00:01,1430.00625,1733162.0205859377,3016.2,0.0,40.712393283843994,24.8208270072937,7,2.6,1.0,normale
1757169852.956831,4,00:00:00:00:00:01,286226.31176470587,17809813771.113983,404615.4,431.6,16.28499755859375,25.36729403788362,0,2.5,0.5,normale
1757169852.9575975,4,00:00:00:00:00:03,3217.205882352941,13376894.765259517,9088.2,0.0,29.853467067082722,29.21397479521721,5,2.5,1.0,normale
1757169852.959753,3,00:00:00:00:00:01,146512.74117647062,6720262959.533011,268516.4,228.7,16.284962224960328,25.367612712404835,4,2.5,0.5,normale
1757169852.960373,3,00:00:00:00:00:02,139675.91176470587,6516169169.737509,269765.5,214.1,12.842055877049765,24.511755404740807,4,2.5,0.42857142857142855,normale
1757169852.960935,3,00:00:00:00:00:03,3219.288235294118,13347004.471626299,9094.8,0.0,29.853319724400837,29.213430134112873,5,2.5,1.0,normale
1757169852.9622042,1,00:00:00:00:00:01,146501.76470588238,6771105396.079932,268516.4,228.7,9.04712708791097,20.566606251416378,4,2.6,0.3,normale
1757169852.9632316,1,00:00:00:00:00:03,1886.2823529411767,6114755.522629757,6078.6,0.0,44.779438853263855,24.852807879447937,5,2.6,1.0,normale
1757169852.9639652,2,00:00:00:00:00:02,139656.0411764706,6509602610.063598,269747.8,214.1,12.842084924379984,24.512970630067706,4,2.6,0.42857142857142855,normale
1757169852.964404,2,00:00:00:00:00:01,1345.8882352941175,1744424.7598615917,3016.2,0.0,40.712393283843994,24.8208270072937,7,2.6,1.0,normale
1757169862.9659216,4,00:00:00:00:00:01,273534.93888888886,19558585745.76016,404615.4,431.6,16.28499755859375,25.36729403788362,0,2.5,0.5,normale
1757169862.9662802,4,00:00:00:00:00:03,3072.538888888889,12989519.1079321,9088.2,0.0,29.853467067082722,29.21397479521721,5,2.5,1.0,normale
1757169862.9672048,3,00:00:00:00:00:01,138767.70555555559,7366669822.413859,268516.4,228.7,16.284962224960328,25.367612712404835,4,2.5,0.5,normale
1757169862.9676342,3,00:00:00:00:00:02,134714.86666666667,6572563235.319998,269765.5,214.1,12.842055877049765,24.511755404740807,4,2.5,0.42857142857142855,normale
1757169862.9684203,3,00:00:00:00:00:03,3074.5055555555555,12961858.637191359,9094.8,0.0,29.853319724400837,29.213430134112873,5,2.5,1.0,normale
1757169862.9687672,1,00:00:00:00:00:01,138748.93888888892,7416740112.602376,268516.4,228.7,9.04712708791097,20.566606251416378,4,2.6,0.3,normale
1757169862.969016,1,00:00:00:00:00:03,1799.95,5901752.560277779,6078.6,0.0,44.779438853263855,24.852807879447937,5,2.6,1.0,normale
1757169862.9692502,2,00:00:00:00:00:02,134679.30000000002,6569013217.154444,269747.8,214.1,12.842084924379984,24.512970630067706,4,2.6,0.42857142857142855,normale
1757169862.969609,2,00:00:00:00:00:01,1286.7222222222222,1707022.763950617,3016.2,0.0,40.712393283843994,24.8208270072937,7,2.6,1.0,normale
1757169872.9706852,4,00:00:00:00:00:01,259913.74736842103,21868849947.854076,404615.4,431.6,16.28499755859375,25.36729403788362,8,2.5,0.5,normale
1757169872.9708908,4,00:00:00:00:00:03,2930.2105263157896,12670492.737783933,9088.2,0.0,29.853467067082722,29.21397479521721,5,2.5,1.0,normale
1757169872.9710193,3,00:00:00:00:00:01,132252.76842105266,7742949663.673739,268516.4,228.7,16.284962224960328,25.367612712404835,4,2.5,0.5,normale
1757169872.971175,3,00:00:00:00:00:02,127635.24210526317,7128818365.261384,269765.5,202.0,12.842055877049765,24.511755404740807,4,2.5,0.42857142857142855,normale
1757169872.971737,3,00:00:00:00:00:03,2932.0736842105266,12644818.634570636,9094.8,0.0,29.853319724400837,29.213430134112873,5,2.5,1.0,normale
1757169872.9720738,1,00:00:00:00:00:01,132250.9052631579,7786425307.854184,268516.4,228.7,9.04712708791097,20.566606251416378,4,2.6,0.3,normale
1757169872.9722466,1,00:00:00:00:00:03,1713.9684210526316,5724204.979002771,6078.6,0.0,44.779438853263855,24.852807879447937,6,2.6,1.0,normale
1757169872.9723847,2,00:00:00:00:00:02,127601.54736842107,7124978161.058281,269747.8,202.0,12.842084924379984,24.512970630067706,4,2.6,0.42857142857142855,normale
1757169872.972532,2,00:00:00:00:00:01,1229.6315789473683,1675847.6084764544,3016.2,0.0,40.712393283843994,24.8208270072937,7,2.6,1.0,normale
1757169882.973408,4,00:00:00:00:00:01,254245.98499999996,21385754525.494278,404615.4,431.6,16.28499755859375,25.36729403788362,8,2.5,0.5,normale
1757169882.973673,4,00:00:00:00:00:03,2791.59,12402065.4569,9088.2,0.0,29.853467067082722,29.21397479521721,5,2.5,1.0,normale
1757169882.973866,3,00:00:00:00:00:01,132377.18500000003,7356096290.707277,268516.4,228.7,16.284962224960328,25.367612712404835,4,2.5,0.5,normale
1757169882.9740157,3,00:00:00:00:00:02,121874.05500000001,7403011707.373476,269765.5,202.0,12.842055877049765,24.511755404740807,4,2.5,0.42857142857142855,normale
1757169882.974472,3,00:00:00:00:00:03,2793.895,12375351.329475,9094.8,0.0,29.853319724400837,29.213430134112873,5,2.5,1.0,normale
1757169882.9746146,1,00:00:00:00:00:01,132382.09000000003,7397431021.729901,268516.4,228.7,9.04712708791097,20.566606251416378,4,2.6,0.3,normale
1757169882.9747381,1,00:00:00:00:00:03,1630.085,5571686.868275,6078.6,0.0,44.779438853263855,24.852807879447937,6,2.6,1.0,normale
1757169882.9748583,2,00:00:00:00:00:02,121879.31000000001,7390865262.5159,269747.8,202.0,12.842084924379984,24.512970630067706,4,2.6,0.42857142857142855,normale
1757169882.9750228,2,00:00:00:00:00:01,1177.785,1643128.5152750001,3016.2,0.0,40.712393283843994,24.8208270072937,7,2.6,1.0,normale
1757169892.9768486,4,00:00:00:00:00:01,254251.45,21387397589.029503,404629.4,431.6,34.73354025681814,47.307433990632795,8,2.5,0.5714285714285714,normale
1757169892.977274,4,00:00:00:00:00:03,2791.8,12400893.827,9088.2,0.0,29.853467067082722,29.21397479521721,5,2.5,1.0,normale
1757169892.978116,3,00:00:00:00:00:01,132376.3,7356091848.879001,268516.4,228.7,34.73334260781606,47.30725990118378,4,2.5,0.5714285714285714,normale
1757169892.97906,3,00:00:00:00:00:02,121873.38,7402812062.579599,269752.0,202.0,30.317269495555333,48.44886367626909,4,2.5,0.5,normale
1757169892.9794965,3,00:00:00:00:00:03,2793.22,12379107.8496,9094.8,0.0,29.853319724400837,29.213430134112873,5,2.5,1.0,normale
1757169892.9801323,1,00:00:00:00:00:01,132374.53,7397394378.561102,268516.4,228.7,20.8398845911026,40.40184314103085,4,2.6,0.36363636363636365,normale
1757169892.9811058,1,00:00:00:00:00:03,1627.4299999999998,5580157.420100001,6078.6,0.0,44.779438853263855,24.852807879447937,6,2.6,1.0,normale
1757169892.9815528,2,00:00:00:00:00:02,121871.96,7388692622.140399,269745.0,202.0,30.317195108958654,48.44916682921582,4,2.6,0.5,normale
1757169892.9818983,2,00:00:00:00:00:01,1175.3400000000001,1648707.5774,3016.2,0.0,69.4674289226532,45.43588652958189,7,2.6,1.0,normale
